iter	Logloss
299	0.3432153322
300	0.3430216607
301	0.3429405088
302	0.3426580051
303	0.342526019
304	0.3423537207
305	0.3420844577
306	0.3419516515
307	0.3418281094
308	0.3417133544
309	0.3416233314
310	0.3414742373
311	0.341340962
312	0.341189417
313	0.3410134809
314	0.3408199765
315	0.3406401438
316	0.3404444921
317	0.3403550335
318	0.3401928925
319	0.3400062501
320	0.339853387
321	0.3396635703
322	0.3395141192
323	0.3393186151
324	0.3391895226
325	0.3389484289
326	0.3387827561
327	0.3386896042
328	0.338510531
329	0.3383350944
330	0.3381350975
331	0.338025735
332	0.3378542556
333	0.3377227862
334	0.3373452741
335	0.3372245294
336	0.3370313928
337	0.3368376774
338	0.3366394479
339	0.3365245127
340	0.3364064472
341	0.3362590063
342	0.3360999653
343	0.3359127429
344	0.3357298821
345	0.3355091713
346	0.3354141634
347	0.3353179047
348	0.3351020386
349	0.334967189
350	0.3347973367
351	0.3345300622
352	0.3344454097
353	0.3342912236
354	0.3341128705
355	0.3339793105
356	0.3338138565
357	0.3336538907
358	0.33353475
359	0.3333399404
360	0.3331779224
361	0.3330363008
362	0.3328135744
363	0.332556043
364	0.3323757826
365	0.3322708546
366	0.3321196005
367	0.3319697317
368	0.3318403996
369	0.3316710107
370	0.331554206
371	0.331368285
372	0.3311590271
373	0.3309044316
374	0.3307920639
375	0.3306834391
376	0.3305706213
377	0.3304059697
378	0.3301764488
379	0.3299167967
380	0.3297494762
381	0.3295915335
382	0.3294371495
383	0.3292372598
384	0.3290831961
385	0.3289365364
386	0.3287979013
387	0.3286538721
388	0.3285202808
389	0.3283415236
390	0.328243075
391	0.3280872088
392	0.3280054397
393	0.3278718913
394	0.3278023051
395	0.3276852046
396	0.3274396261
397	0.3272572739
398	0.3271292096
399	0.3269656471
400	0.326641216
401	0.3265226079
402	0.3264139415
403	0.3262333789
404	0.3261217398
405	0.3259537622
406	0.3258223995
407	0.3256306524
408	0.3255168414
409	0.325403941
410	0.3251900325
411	0.3250691011
412	0.3249621801
413	0.3247904691
414	0.3246318748
415	0.3245339448
416	0.3243698666
417	0.3241657473
418	0.3240197272
419	0.3239216877
420	0.3238322166
421	0.3236713238
422	0.3235030183
423	0.3233357116
424	0.323208934
425	0.3229264159
426	0.3228243776
427	0.3226784891
428	0.3224852048
429	0.3223182463
430	0.3221336224
431	0.3219895152
432	0.3218666219
433	0.3217264534
434	0.3215790235
435	0.3214346754
436	0.3212948522
437	0.3211224868
438	0.3209801066
439	0.3208063777
440	0.3205951577
441	0.3204644238
442	0.320318606
443	0.3201693698
444	0.3199910132
445	0.3198518517
446	0.3196124036
447	0.3195026065
448	0.319274309
449	0.3191379644
450	0.3190387152
451	0.3189108835
452	0.318685241
453	0.3185121103
454	0.3183642071
455	0.3182069964
456	0.3180461152
457	0.3178760739
458	0.3177345239
459	0.3176079875
460	0.3174935244
461	0.3173573508
462	0.317193493
463	0.3170280194
464	0.3168647413
465	0.3166828656
466	0.3165537698
467	0.316426498
468	0.3162659067
469	0.3161565876
470	0.316008399
471	0.3158716727
472	0.3157422978
473	0.3156031918
474	0.3154548029
475	0.3151846291
476	0.3150735112
477	0.314782501
478	0.3146974946
479	0.3145358256
480	0.3144047193
481	0.314295467
482	0.3141473675
483	0.3140055995
484	0.3137992984
485	0.3135542
486	0.3134436444
487	0.3132065157
488	0.3130320087
489	0.3128506058
490	0.3127191913
491	0.3125191045
492	0.3123607601
493	0.3122114273
494	0.3119985011
495	0.3118793283
496	0.3116881912
497	0.3115615533
498	0.3114276268
499	0.3112803949
500	0.3112018839
501	0.3110516168
502	0.3109752114
503	0.3108302493
504	0.3106691705
505	0.3105228503
506	0.3103978477
507	0.3102505414
508	0.310014746
509	0.30992381
510	0.3097676503
511	0.3096066791
512	0.309473803
513	0.3092661534
514	0.3090867553
515	0.3089494155
516	0.3088081699
517	0.3087232941
518	0.3086259228
519	0.3085472892
520	0.3084065016
521	0.3082321324
522	0.3081226037
523	0.3079655526
524	0.3078215669
525	0.3076700107
526	0.3075483902
527	0.3074304049
528	0.3073494831
529	0.3071920384
530	0.3070235865
531	0.3068845146
532	0.3067984454
533	0.3066787262
534	0.3065342332
535	0.3063724467
536	0.3062582997
537	0.3061196437
538	0.3059726968
539	0.305871709
540	0.3057663955
541	0.3056857842
542	0.305575889
543	0.3054560781
544	0.3052947847
545	0.3051268691
546	0.3050524654
547	0.3049416612
548	0.304786945
549	0.3046584561
550	0.3044576841
551	0.3043300978
552	0.3042176228
553	0.3040740697
554	0.3039214729
555	0.3037566051
556	0.3035862857
557	0.3034662719
558	0.3033249458
559	0.3031809647
560	0.3030629035
561	0.3029460685
562	0.3027979894
563	0.3026777028
564	0.3025812224
565	0.3024348198
566	0.3022567795
567	0.302127901
568	0.3019971089
569	0.3018722766
570	0.3017130101
571	0.3015846781
572	0.3014671543
573	0.3013470901
574	0.3011485677
575	0.3009993842
576	0.3008659322
577	0.3007746326
578	0.3005882282
579	0.3005060872
580	0.3003314791
581	0.3002261391
582	0.3001049635
583	0.2999789964
584	0.2998524269
585	0.2997290604
586	0.2995923684
587	0.2994789031
588	0.2993536182
589	0.2991598879
590	0.2990403158
591	0.2989344081
592	0.2988075709
593	0.2987143346
594	0.2985589963
595	0.2983874491
596	0.2982661441
597	0.2981530213
598	0.2980012628
599	0.2978845606
600	0.2977721519
601	0.2976563051
602	0.2975143971
603	0.2973734093
604	0.2972901352
605	0.2971150632
606	0.2970030403
607	0.296886927
608	0.2967367415
609	0.2965825018
610	0.2964305318
611	0.2963201935
612	0.2961486483
613	0.2959947905
614	0.2958089242
615	0.295671875
616	0.2955747968
617	0.2954425288
618	0.2953374228
619	0.2952135224
620	0.2950914151
621	0.2949802887
622	0.2949027787
623	0.2947930954
624	0.2946572088
625	0.2945445864
626	0.2943886477
627	0.2942091024
628	0.2941202795
629	0.2940023701
630	0.2938369458
631	0.2937006601
632	0.2935876981
633	0.2934610011
634	0.2933593752
635	0.2932834008
636	0.2931634636
637	0.2930341096
638	0.2928714482
639	0.2926398182
640	0.2925545812
641	0.2924146355
642	0.2923045452
643	0.2922325732
644	0.2920050408
645	0.2917846372
646	0.2916079831
647	0.2915030717
648	0.2913713441
649	0.2911953512
650	0.2910643732
651	0.2908578752
652	0.2907289079
653	0.2905856845
654	0.2903860769
655	0.2902548465
656	0.2901871801
657	0.2899829807
658	0.2898666418
659	0.289767453
660	0.289690464
661	0.2895831722
662	0.2894770901
663	0.2893705224
664	0.2892323363
665	0.2891272936
666	0.2889520211
667	0.2887361934
668	0.2886613681
669	0.28860842
670	0.2884871207
671	0.2883521164
672	0.2882396
673	0.2881673137
674	0.2879611337
675	0.2878415986
676	0.2877150746
677	0.2875751373
678	0.2875145683
679	0.2873608077
680	0.2872031694
681	0.2871178151
682	0.2868969838
683	0.2867788016
684	0.2866696616
685	0.2865628372
686	0.2864499576
687	0.2863309854
688	0.2861295807
689	0.2860606583
690	0.2859252215
691	0.2858639537
692	0.285735126
693	0.28562703
694	0.2855157819
695	0.2854160268
696	0.2853209281
697	0.2851847279
698	0.2850923837
699	0.28493898
700	0.2847772365
701	0.2846184122
702	0.2844341981
703	0.2843235214
704	0.2842336675
705	0.2841325098
706	0.2840083413
707	0.283893792
708	0.2837628955
709	0.2836760509
710	0.2835328293
711	0.283383447
712	0.2832699337
713	0.2831585585
714	0.2829877257
715	0.2828882955
716	0.2827110543
717	0.2825740872
718	0.2824320992
719	0.2823027064
720	0.2821174477
721	0.2819711697
722	0.2818606459
723	0.281651972
724	0.2815335171
725	0.2814038899
726	0.2812538784
727	0.281154151
728	0.2809790242
729	0.2807739867
730	0.280629509
731	0.2805073402
732	0.2803859637
733	0.280258714
734	0.2801557332
735	0.2800860741
736	0.2798840669
737	0.2797292647
738	0.279665714
739	0.2795887048
740	0.2794665563
741	0.2793549559
742	0.2792020995
743	0.2790629676
744	0.278987596
745	0.2787988609
746	0.2787095853
747	0.2785623537
748	0.2784218097
749	0.2782874387
750	0.2781591347
751	0.2780241851
752	0.2779659287
753	0.2778844166
754	0.2777721605
755	0.277666619
756	0.2775498872
757	0.2774491832
758	0.277309723
759	0.2771095077
760	0.2769909742
761	0.2768573079
762	0.2767182325
763	0.2766476477
764	0.2765111045
765	0.2763955903
766	0.2762880195
767	0.276134091
768	0.2759437847
769	0.2758513696
770	0.2757264549
771	0.2755435906
772	0.2754130296
773	0.2753217099
774	0.2752007677
775	0.2750942336
776	0.2750099135
777	0.2748933687
778	0.2747619403
779	0.2746776594
780	0.2745454885
781	0.2744549543
782	0.2743468142
783	0.2742808661
784	0.2741283216
785	0.2740005258
786	0.2738834753
787	0.2738015861
788	0.2737164309
789	0.2735723857
790	0.2735140298
791	0.2733990952
792	0.2733172461
793	0.2732329654
794	0.2731244324
795	0.2729682945
796	0.2728856935
797	0.2727724876
798	0.2727031007
799	0.2725907332
800	0.2724783625
801	0.272302139
802	0.2721798696
803	0.2720601669
804	0.2719356642
805	0.2718269138
806	0.271686641
807	0.2715564977
808	0.27146648
809	0.2713166939
810	0.2711920248
811	0.2710922082
812	0.2709462131
813	0.2708176574
814	0.270769175
815	0.2706157801
816	0.2705143157
817	0.2703623173
818	0.2702464992
819	0.2701525389
820	0.2700308521
821	0.2699288941
822	0.2698266107
823	0.2697089039
824	0.2696041272
825	0.2695048692
826	0.2694176824
827	0.2692812669
828	0.2692119292
829	0.2691195191
830	0.2690154539
831	0.2689227971
832	0.2687644434
833	0.2686604943
834	0.268539524
835	0.2684283147
836	0.2682402457
837	0.26809497
838	0.267994549
839	0.2678474377
840	0.2677575797
841	0.2676613269
842	0.2675516636
843	0.2674575719
844	0.2673403504
845	0.2672512591
846	0.2671469711
847	0.2669898207
848	0.2668904298
849	0.266810626
850	0.2667048531
851	0.2666205888
852	0.2665532847
853	0.2664935722
854	0.2664112482
855	0.2663468287
856	0.2661929429
857	0.2660276169
858	0.2658893438
859	0.2657606123
860	0.2656438113
861	0.2655688051
862	0.265429241
863	0.2653377052
864	0.2651960932
865	0.2650578668
866	0.264953392
867	0.2648791644
868	0.2648188756
869	0.2647233564
870	0.264646887
871	0.2645186037
872	0.2644312766
873	0.2643726594
874	0.2642395981
875	0.2641606725
876	0.2640651896
877	0.2639243109
878	0.2637861734
879	0.2636913751
880	0.2636100505
881	0.263507515
882	0.2634249712
883	0.2632779074
884	0.2631875238
885	0.2631304615
886	0.2630323322
887	0.2629623297
888	0.2628596283
889	0.2627644683
890	0.262623649
891	0.2625102244
892	0.2624039814
893	0.2622517399
894	0.2621529043
895	0.2620631363
896	0.2619625757
897	0.2618954831
898	0.2617972728
899	0.2616811394
900	0.2615832394
901	0.2615014902
902	0.2613668903
903	0.2612370933
904	0.2611531268
905	0.2610425555
906	0.2609422416
907	0.2608740976
908	0.2607205994
909	0.2606075534
910	0.260486445
911	0.260394939
912	0.2603072736
913	0.2602377381
914	0.2601018034
915	0.2599922881
916	0.2599003027
917	0.2597732476
918	0.2596912666
919	0.2595012747
920	0.2594043382
921	0.2592896498
922	0.259201652
923	0.2590843864
924	0.2589936093
925	0.2588749524
926	0.2587445171
927	0.2586718847
928	0.2585331994
929	0.2584273813
930	0.2583367532
931	0.2582439097
932	0.2580741993
933	0.2579480486
934	0.2578455093
935	0.2577302803
936	0.257621752
937	0.2575409585
938	0.2573750329
939	0.2572708837
940	0.2571813013
941	0.2571264768
942	0.2570007455
943	0.2568939582
944	0.2567805552
945	0.256663666
946	0.2565433742
947	0.2564540726
948	0.2563757306
949	0.2562605021
950	0.2561275278
951	0.2560386053
952	0.2559130755
953	0.2557995321
954	0.2557191336
955	0.255605737
956	0.25549465
957	0.2553780174
958	0.2552807793
959	0.2551765148
960	0.2550628309
961	0.2549345649
962	0.2547991763
963	0.2547031703
964	0.2545788218
965	0.2544817114
966	0.2544250319
967	0.2542886619
968	0.2541912235
969	0.2541011143
970	0.2540168094
971	0.2539457514
972	0.2538584048
973	0.2537399249
974	0.2536406247
975	0.2535617964
976	0.2534755365
977	0.2533723289
978	0.2532655102
979	0.2531819018
980	0.2531016613
981	0.252941419
982	0.2528078755
983	0.2527245785
984	0.2525340686
985	0.2524102949
986	0.2522793243
987	0.2521832072
988	0.2520816109
989	0.2520119878
990	0.2519281109
991	0.251763128
992	0.2516562019
993	0.2515579071
994	0.2514571397
995	0.251385416
996	0.2513030416
997	0.2512148236
998	0.2511176664
999	0.2510235219
